,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
559,Charged Off,64592.0,Short Term,686.0,1299581.0,3,Home Mortgage,Debt Consolidation,35197.12,24.2,20.0,0,271111.0,527582.0,0,0
560,Fully Paid,152592.0,Short Term,741.0,805790.0,8,Own Home,Debt Consolidation,10273.87,14.7,16.0,0,307420.0,908050.0,0,0
561,Fully Paid,111914.0,Short Term,701.0,1063183.0,9,Home Mortgage,vacation,7964.99,13.3,14.0,1,154508.0,586586.0,1,0
562,Fully Paid,237116.0,Short Term,721.0,655310.0,1,Rent,Debt Consolidation,6880.66,14.5,5.0,0,229026.0,328218.0,0,0
563,Fully Paid,68112.0,Short Term,726.0,1172718.0,2,Rent,Business Loan,956.46,8.0,4.0,0,18734.0,123904.0,0,0
564,Fully Paid,341550.0,Short Term,682.0,823612.0,3,Rent,Debt Consolidation,19149.15,11.4,26.0,0,600153.0,769560.0,0,0
565,Charged Off,671506.0,Short Term,706.0,1784423.0,10,Home Mortgage,Debt Consolidation,44610.48,22.8,14.0,0,548663.0,935660.0,0,0
566,Charged Off,279862.0,Short Term,680.0,929575.0,1,Rent,Debt Consolidation,6600.03,13.6,5.0,0,224143.0,286462.0,0,0
567,Fully Paid,116072.0,Short Term,726.0,1172718.0,2,Home Mortgage,Debt Consolidation,10777.37,19.4,19.0,0,134729.0,496826.0,0,0
568,Fully Paid,333212.0,Long Term,692.0,959215.0,10,Rent,Debt Consolidation,26698.23,17.4,9.0,0,616968.0,948706.0,0,0
569,Charged Off,208670.0,Short Term,720.0,575130.0,1,Home Mortgage,Other,12604.98,22.5,5.0,0,245746.0,353034.0,0,0
570,Charged Off,219692.0,Short Term,734.0,1413524.0,9,Rent,Debt Consolidation,11060.66,25.2,13.0,1,213712.0,899866.0,1,0
571,Fully Paid,707872.0,Long Term,713.0,2330749.0,10,Home Mortgage,Debt Consolidation,40593.88,25.5,10.0,0,876090.0,1172754.0,0,0
572,Fully Paid,303380.0,Short Term,726.0,1172718.0,10,Rent,Debt Consolidation,56924.76,22.5,12.0,0,245575.0,653708.0,0,0
573,Fully Paid,265694.0,Short Term,739.0,655633.0,10,Own Home,Debt Consolidation,12620.75,32.9,13.0,0,427652.0,868736.0,0,0
574,Fully Paid,265738.0,Short Term,726.0,1172718.0,9,Home Mortgage,Debt Consolidation,11153.95,14.0,11.0,1,196669.0,393976.0,1,0
575,Charged Off,288420.0,Long Term,687.0,1286490.0,2,Rent,Debt Consolidation,4373.99,12.2,6.0,0,109459.0,278564.0,0,0
576,Charged Off,787336.0,Long Term,726.0,1172718.0,8,Home Mortgage,Debt Consolidation,17259.03,19.3,8.0,0,282055.0,713064.0,0,0
577,Charged Off,271700.0,Short Term,696.0,675298.0,7,Rent,Business Loan,14293.89,24.5,14.0,0,272916.0,673772.0,0,0
578,Fully Paid,449768.0,Short Term,737.0,2913270.0,3,Home Mortgage,Debt Consolidation,23913.02,23.4,11.0,0,499681.0,690448.0,0,0
579,Fully Paid,222684.0,Short Term,707.0,1634703.0,10,Home Mortgage,Business Loan,28198.66,29.2,22.0,0,565782.0,843128.0,0,0
580,Fully Paid,196196.0,Short Term,739.0,378632.0,1,Home Mortgage,Debt Consolidation,2120.4,6.8,3.0,0,80028.0,188320.0,0,0
581,Charged Off,219538.0,Short Term,751.0,1611618.0,10,Home Mortgage,Other,11603.49,21.0,9.0,0,79572.0,662882.0,0,0
582,Fully Paid,297902.0,Short Term,713.0,808317.0,8,Home Mortgage,Business Loan,14482.56,21.0,12.0,0,232560.0,359524.0,0,0
583,Fully Paid,394548.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,30443.13,20.1,12.0,0,357523.0,810128.0,0,0
584,Charged Off,322300.0,Short Term,733.0,891480.0,2,Home Mortgage,Debt Consolidation,23772.8,22.6,11.0,0,53827.0,214918.0,0,0
585,Charged Off,208604.0,Short Term,726.0,1172718.0,2,Home Mortgage,Debt Consolidation,20384.91,17.6,11.0,0,358720.0,553828.0,0,0
586,Fully Paid,407132.0,Long Term,668.0,1233765.0,3,Rent,Buy a Car,2868.62,12.4,12.0,0,38589.0,312466.0,0,0
587,Fully Paid,82610.0,Short Term,726.0,1172718.0,10,Rent,Debt Consolidation,7767.2,22.2,4.0,0,48108.0,216766.0,0,0
588,Charged Off,357588.0,Short Term,739.0,1374650.0,2,Rent,Debt Consolidation,19015.96,17.5,12.0,0,88616.0,190014.0,0,0
589,Fully Paid,128942.0,Short Term,712.0,1633202.0,10,Home Mortgage,Debt Consolidation,44505.03,21.2,13.0,0,72884.0,120384.0,0,0
590,Fully Paid,223168.0,Short Term,707.0,819128.0,2,Rent,Debt Consolidation,17338.07,20.5,21.0,0,147972.0,176264.0,0,0
591,Charged Off,214940.0,Short Term,727.0,1095217.0,5,Home Mortgage,Debt Consolidation,11435.91,27.9,6.0,0,181773.0,313654.0,0,0
592,Fully Paid,698742.0,Long Term,726.0,1172718.0,8,Home Mortgage,Debt Consolidation,22817.29,14.7,10.0,0,447317.0,824736.0,0,0
593,Charged Off,174306.0,Short Term,726.0,1172718.0,0,Rent,Business Loan,7113.03,19.4,10.0,0,103208.0,156838.0,0,0
594,Fully Paid,434016.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,36280.5,26.1,10.0,0,1194188.0,1632532.0,0,0
595,Fully Paid,393668.0,Short Term,726.0,1172718.0,10,Rent,Debt Consolidation,30908.44,17.6,15.0,0,492290.0,708994.0,0,0
596,Fully Paid,216128.0,Short Term,715.0,1175929.0,5,Home Mortgage,Debt Consolidation,15483.1,32.3,12.0,1,137332.0,255222.0,1,1
597,Fully Paid,246202.0,Short Term,720.0,1404879.0,8,Rent,Debt Consolidation,13112.28,16.6,7.0,1,171570.0,309914.0,1,0
598,Fully Paid,105798.0,Short Term,722.0,628197.0,1,Rent,Debt Consolidation,10312.82,14.5,14.0,1,149568.0,548042.0,1,0
599,Fully Paid,66638.0,Short Term,726.0,1172718.0,1,Rent,Debt Consolidation,11203.54,8.9,10.0,0,126027.0,173316.0,0,0
600,Charged Off,423214.0,Short Term,718.0,1186949.0,1,Rent,Debt Consolidation,25222.5,10.6,14.0,0,327484.0,820754.0,0,0
601,Fully Paid,188298.0,Short Term,723.0,1281778.0,4,Rent,Debt Consolidation,21790.34,23.9,14.0,0,161063.0,409882.0,0,0
602,Charged Off,111122.0,Short Term,693.0,767752.0,7,Rent,Business Loan,4184.18,10.1,3.0,0,35701.0,86658.0,0,0
603,Fully Paid,259270.0,Short Term,741.0,1306193.0,10,Home Mortgage,Debt Consolidation,33090.21,21.0,10.0,0,498579.0,607046.0,0,0
604,Charged Off,178948.0,Short Term,740.0,1352344.0,3,Rent,Other,25581.98,17.9,10.0,0,79952.0,183304.0,0,0
605,Fully Paid,217338.0,Short Term,704.0,2721674.0,10,Rent,Debt Consolidation,29257.91,18.6,7.0,1,160493.0,239162.0,1,0
606,Fully Paid,395846.0,Short Term,751.0,3228708.0,6,Home Mortgage,Debt Consolidation,31749.0,18.2,13.0,0,817589.0,2674232.0,0,0
607,Fully Paid,560010.0,Long Term,719.0,5701140.0,4,Home Mortgage,Home Improvements,24942.44,8.4,9.0,0,76893.0,436414.0,0,0
608,Fully Paid,287408.0,Short Term,699.0,992845.0,6,Rent,Debt Consolidation,6014.83,8.0,7.0,0,93005.0,192302.0,0,0
609,Charged Off,623436.0,Short Term,726.0,1172718.0,2,Rent,Debt Consolidation,17820.1,15.0,27.0,0,448647.0,630454.0,0,0
610,Fully Paid,259820.0,Short Term,726.0,1172718.0,0,Rent,Debt Consolidation,19026.98,9.9,8.0,1,181678.0,385308.0,1,0
611,Fully Paid,107998.0,Short Term,750.0,634182.0,2,Rent,Debt Consolidation,14210.86,18.8,21.0,0,9177.0,2125178.0,0,0
612,Charged Off,450912.0,Long Term,717.0,1168272.0,4,Rent,Debt Consolidation,19568.48,7.6,8.0,0,144780.0,315722.0,0,0
613,Fully Paid,225808.0,Short Term,726.0,1172718.0,4,Rent,Debt Consolidation,5552.18,32.1,9.0,0,189449.0,753786.0,0,0
614,Fully Paid,182028.0,Short Term,723.0,655025.0,5,Rent,Debt Consolidation,20251.15,5.0,5.0,0,134045.0,257818.0,0,0
615,Fully Paid,448184.0,Short Term,726.0,1172718.0,5,Home Mortgage,Debt Consolidation,22256.41,12.8,14.0,0,352564.0,459206.0,0,0
616,Charged Off,219604.0,Short Term,726.0,1172718.0,0,Home Mortgage,Debt Consolidation,9843.33,21.9,11.0,0,111245.0,326942.0,0,0
617,Fully Paid,214764.0,Short Term,730.0,983041.0,3,Rent,Debt Consolidation,12697.51,13.4,19.0,0,209741.0,527956.0,0,0
618,Fully Paid,320078.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,11364.85,19.1,12.0,0,393015.0,770000.0,0,0
619,Fully Paid,175956.0,Short Term,749.0,664867.0,10,Home Mortgage,Debt Consolidation,13962.15,42.4,9.0,0,168511.0,1283700.0,0,0
620,Charged Off,400400.0,Short Term,719.0,1152654.0,10,Home Mortgage,Debt Consolidation,28047.99,12.0,36.0,0,569962.0,1499916.0,0,0
621,Fully Paid,626362.0,Long Term,726.0,1172718.0,2,Home Mortgage,Debt Consolidation,28106.13,22.0,13.0,0,526034.0,1602854.0,0,0
622,Fully Paid,540364.0,Long Term,723.0,3387244.0,5,Home Mortgage,Debt Consolidation,29920.82,12.6,6.0,0,255987.0,432080.0,0,0
623,Fully Paid,162074.0,Short Term,712.0,583224.0,1,Own Home,Debt Consolidation,4665.83,23.1,6.0,0,128231.0,159830.0,0,0
624,Fully Paid,345136.0,Short Term,703.0,1117770.0,2,Rent,Buy House,6967.49,13.5,8.0,0,300846.0,556468.0,0,0
625,Fully Paid,266794.0,Long Term,686.0,576042.0,0,Own Home,Debt Consolidation,12336.89,5.8,9.0,0,233206.0,342232.0,0,0
626,Fully Paid,446160.0,Long Term,741.0,1541280.0,10,Own Home,Debt Consolidation,28256.8,22.1,10.0,0,235885.0,537658.0,0,0
627,Fully Paid,347028.0,Short Term,743.0,1685889.0,4,Home Mortgage,Debt Consolidation,8836.9,16.9,13.0,1,127224.0,403612.0,1,0
628,Fully Paid,267454.0,Short Term,726.0,1172718.0,4,Rent,Debt Consolidation,19455.81,13.8,17.0,0,434302.0,557502.0,0,0
629,Fully Paid,220022.0,Short Term,726.0,1172718.0,10,Rent,Debt Consolidation,29528.66,22.0,12.0,0,356421.0,953106.0,0,0
630,Fully Paid,283426.0,Long Term,738.0,1355688.0,10,Home Mortgage,Other,9015.31,22.8,7.0,0,342665.0,549538.0,0,0
631,Fully Paid,270556.0,Short Term,724.0,1752408.0,10,Own Home,Home Improvements,24095.61,23.5,7.0,0,286387.0,908490.0,0,0
632,Fully Paid,322476.0,Short Term,711.0,1262550.0,1,Own Home,Business Loan,24198.59,17.5,9.0,0,321024.0,477158.0,0,0
633,Fully Paid,441364.0,Short Term,691.0,1315066.0,10,Home Mortgage,Debt Consolidation,16986.19,22.6,12.0,0,233035.0,439472.0,0,0
634,Fully Paid,247786.0,Short Term,748.0,1361787.0,2,Home Mortgage,Debt Consolidation,13288.79,14.3,13.0,0,211831.0,1075800.0,0,0
635,Fully Paid,334070.0,Short Term,704.0,927523.0,10,Rent,Debt Consolidation,5132.28,20.5,11.0,0,226537.0,495858.0,0,0
636,Fully Paid,54824.0,Long Term,747.0,830813.0,10,Home Mortgage,Buy a Car,5130.38,24.2,13.0,0,76665.0,1431650.0,0,0
637,Fully Paid,403480.0,Short Term,713.0,2710274.0,10,Own Home,Debt Consolidation,49236.6,16.5,14.0,0,673873.0,865040.0,0,0
638,Charged Off,105468.0,Short Term,738.0,702088.0,4,Rent,Other,1006.24,9.4,13.0,0,28139.0,221650.0,0,0
639,Fully Paid,137852.0,Short Term,732.0,1395227.0,10,Home Mortgage,Debt Consolidation,2813.71,21.2,10.0,0,76627.0,243078.0,0,0
640,Fully Paid,131274.0,Short Term,723.0,543837.0,4,Rent,Debt Consolidation,10378.18,14.3,4.0,0,83942.0,126390.0,0,0
641,Fully Paid,182116.0,Short Term,726.0,1172718.0,10,Rent,Debt Consolidation,3389.22,21.9,6.0,0,92663.0,264286.0,0,0
642,Charged Off,46156.0,Short Term,654.0,1640745.0,6,Home Mortgage,Business Loan,31721.26,16.7,8.0,0,164008.0,199914.0,0,0
643,Fully Paid,67496.0,Short Term,725.0,582825.0,10,Rent,Debt Consolidation,5925.34,5.5,5.0,0,33706.0,112486.0,0,0
644,Fully Paid,172436.0,Short Term,740.0,1340222.0,7,Own Home,Debt Consolidation,14965.92,19.8,6.0,1,178410.0,398816.0,1,1
645,Charged Off,788326.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,36388.61,22.0,28.0,0,565820.0,1353638.0,0,0
646,Fully Paid,336732.0,Short Term,738.0,1970072.0,10,Home Mortgage,Debt Consolidation,35789.54,14.6,14.0,0,464987.0,749892.0,0,0
647,Fully Paid,107932.0,Short Term,735.0,1211782.0,6,Home Mortgage,Home Improvements,28173.96,28.5,9.0,0,521322.0,658988.0,0,0
648,Fully Paid,346060.0,Long Term,711.0,765833.0,10,Home Mortgage,Debt Consolidation,13402.03,21.1,9.0,1,61788.0,123354.0,1,0
649,Fully Paid,217888.0,Short Term,735.0,1223144.0,8,Rent,Debt Consolidation,9163.51,10.8,8.0,0,117952.0,207570.0,0,0
650,Charged Off,216524.0,Long Term,688.0,934990.0,4,Rent,Debt Consolidation,16050.63,11.0,10.0,0,113373.0,314072.0,0,0
651,Charged Off,430804.0,Long Term,738.0,1130120.0,10,Home Mortgage,Debt Consolidation,8711.31,18.5,9.0,0,383667.0,789052.0,0,0
652,Fully Paid,227546.0,Short Term,709.0,561450.0,6,Rent,Debt Consolidation,16141.64,17.3,10.0,1,269667.0,374858.0,1,1
653,Fully Paid,560516.0,Short Term,652.0,1374897.0,4,Home Mortgage,Debt Consolidation,25160.75,22.2,15.0,0,354483.0,862290.0,0,0
654,Fully Paid,470316.0,Long Term,719.0,2393487.0,2,Own Home,Debt Consolidation,27126.11,34.1,7.0,0,726484.0,1055450.0,0,0
655,Charged Off,395846.0,Long Term,725.0,829597.0,1,Rent,Debt Consolidation,18251.02,27.7,10.0,1,273847.0,461560.0,1,0
656,Charged Off,450120.0,Long Term,673.0,981578.0,10,Rent,Debt Consolidation,19467.78,16.5,15.0,0,515394.0,1143230.0,0,0
657,Charged Off,399014.0,Short Term,722.0,2909945.0,2,Home Mortgage,Home Improvements,51409.06,12.8,12.0,0,938923.0,1248192.0,0,0
658,Charged Off,116710.0,Short Term,726.0,1172718.0,9,Own Home,Debt Consolidation,10125.67,13.1,12.0,0,914812.0,2021470.0,0,0
659,Fully Paid,270402.0,Long Term,690.0,1044373.0,10,Own Home,Debt Consolidation,17928.21,21.0,12.0,0,258305.0,441144.0,0,0
660,Fully Paid,129184.0,Short Term,735.0,948366.0,1,Own Home,Buy a Car,9088.46,17.0,9.0,0,332139.0,467280.0,0,0
661,Charged Off,247500.0,Long Term,664.0,1347955.0,7,Rent,Debt Consolidation,2976.73,10.6,4.0,0,98534.0,131604.0,0,0
662,Fully Paid,109582.0,Short Term,744.0,813903.0,2,Rent,Debt Consolidation,11665.81,8.7,6.0,0,16910.0,89760.0,0,0
663,Fully Paid,264924.0,Short Term,726.0,1172718.0,2,Rent,Debt Consolidation,12297.94,20.0,6.0,0,132924.0,249480.0,0,0
664,Fully Paid,391314.0,Short Term,735.0,762660.0,1,Rent,Debt Consolidation,15062.63,13.0,18.0,0,351633.0,962522.0,0,0
665,Fully Paid,520454.0,Long Term,716.0,1323825.0,5,Home Mortgage,Debt Consolidation,24049.63,12.8,9.0,0,441009.0,622732.0,0,0
666,Fully Paid,330792.0,Long Term,733.0,1885522.0,10,Home Mortgage,Debt Consolidation,20897.72,31.4,13.0,1,138130.0,443058.0,1,0
667,Fully Paid,222530.0,Short Term,690.0,595783.0,10,Own Home,Debt Consolidation,17327.05,19.5,9.0,0,385757.0,685058.0,0,0
668,Charged Off,446820.0,Short Term,715.0,1254228.0,1,Rent,Debt Consolidation,6427.89,16.5,3.0,0,110903.0,214390.0,0,0
669,Fully Paid,79530.0,Short Term,691.0,953990.0,7,Rent,Debt Consolidation,27029.78,19.0,10.0,0,371906.0,563640.0,0,0
670,Charged Off,110814.0,Short Term,742.0,459325.0,4,Own Home,Debt Consolidation,8306.23,7.9,15.0,0,125153.0,296956.0,0,0
671,Fully Paid,385308.0,Long Term,678.0,1823715.0,6,Rent,Other,6914.86,13.0,21.0,0,48944.0,57244.0,0,0
672,Fully Paid,158620.0,Short Term,694.0,475665.0,5,Own Home,Home Improvements,3900.51,9.8,11.0,0,84835.0,383724.0,0,0
673,Fully Paid,768856.0,Long Term,726.0,1172718.0,0,Rent,Debt Consolidation,59285.89,11.4,20.0,0,408082.0,806322.0,0,0
674,Fully Paid,146366.0,Short Term,724.0,816753.0,4,Rent,Other,13864.3,12.8,12.0,0,168454.0,263560.0,0,0
675,Fully Paid,435512.0,Short Term,745.0,1128372.0,10,Home Mortgage,Debt Consolidation,16925.58,27.0,9.0,0,242801.0,594396.0,0,0
676,Fully Paid,130944.0,Short Term,720.0,584288.0,1,Rent,wedding,9835.54,10.4,4.0,0,43605.0,157322.0,0,0
677,Fully Paid,134684.0,Short Term,735.0,579899.0,4,Rent,Debt Consolidation,7345.4,10.6,5.0,0,30115.0,65032.0,0,0
678,Fully Paid,352220.0,Short Term,750.0,2129273.0,8,Home Mortgage,Home Improvements,10859.26,20.7,12.0,0,289180.0,667018.0,0,0
679,Fully Paid,769230.0,Long Term,691.0,2799707.0,0,Home Mortgage,Debt Consolidation,63459.81,17.0,18.0,0,633536.0,1047926.0,0,0
680,Fully Paid,360052.0,Short Term,719.0,721582.0,10,Home Mortgage,Debt Consolidation,13529.71,17.0,6.0,0,354730.0,416130.0,0,0
681,Fully Paid,524524.0,Short Term,726.0,1172718.0,5,Home Mortgage,Debt Consolidation,15892.36,15.4,12.0,0,449236.0,959706.0,0,0
682,Fully Paid,259028.0,Long Term,698.0,2469753.0,1,Home Mortgage,Debt Consolidation,22227.72,8.4,10.0,0,250705.0,468204.0,0,0
683,Fully Paid,267542.0,Short Term,746.0,1578881.0,1,Rent,Debt Consolidation,15657.33,10.0,11.0,0,195966.0,387882.0,0,0
684,Charged Off,174438.0,Short Term,726.0,1172718.0,10,Home Mortgage,Other,9476.63,17.0,5.0,0,84265.0,109032.0,0,0
685,Fully Paid,249326.0,Short Term,726.0,1172718.0,5,Rent,Debt Consolidation,11548.58,10.2,8.0,0,250382.0,365134.0,0,0
686,Fully Paid,221276.0,Short Term,743.0,1299486.0,5,Home Mortgage,Debt Consolidation,12345.25,20.8,12.0,1,74385.0,206030.0,1,0
687,Fully Paid,222420.0,Short Term,712.0,2723840.0,5,Home Mortgage,Home Improvements,42446.57,18.3,17.0,0,563920.0,814176.0,0,0
688,Fully Paid,402578.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,5097.32,16.3,8.0,0,211964.0,322102.0,0,0
689,Fully Paid,280852.0,Short Term,738.0,1585930.0,10,Home Mortgage,Debt Consolidation,28811.03,22.6,13.0,0,276602.0,423654.0,0,0
690,Fully Paid,386694.0,Short Term,740.0,1726910.0,10,Rent,Debt Consolidation,17412.93,11.8,8.0,0,298756.0,353694.0,0,0
691,Charged Off,351692.0,Short Term,726.0,1172718.0,5,Rent,Debt Consolidation,27715.11,16.1,8.0,0,188708.0,272448.0,0,0
692,Fully Paid,224092.0,Short Term,721.0,696730.0,4,Rent,Debt Consolidation,10683.13,7.7,7.0,0,119377.0,219736.0,0,0
693,Fully Paid,65912.0,Short Term,732.0,948575.0,1,Own Home,Debt Consolidation,4956.34,15.4,8.0,0,159486.0,721402.0,0,0
694,Charged Off,94908.0,Short Term,738.0,768170.0,7,Rent,Debt Consolidation,5281.24,15.4,10.0,0,213579.0,353782.0,0,0
695,Fully Paid,157234.0,Short Term,726.0,1172718.0,6,Rent,Debt Consolidation,13398.04,15.7,17.0,0,169043.0,194370.0,0,0
696,Fully Paid,294316.0,Short Term,726.0,1172718.0,0,Rent,Debt Consolidation,22443.94,15.7,8.0,0,306888.0,560494.0,0,0
697,Fully Paid,220770.0,Short Term,741.0,591071.0,7,Rent,Debt Consolidation,12067.66,18.5,7.0,0,393585.0,525646.0,0,0
698,Fully Paid,568414.0,Long Term,717.0,1116744.0,3,Home Mortgage,Debt Consolidation,12656.47,21.4,8.0,0,598044.0,969826.0,0,0
699,Fully Paid,380512.0,Short Term,728.0,948594.0,8,Home Mortgage,Debt Consolidation,22845.22,15.9,27.0,0,348061.0,907676.0,0,0
700,Fully Paid,177012.0,Short Term,726.0,1172718.0,4,Rent,Debt Consolidation,16275.59,9.3,11.0,0,155515.0,424688.0,0,0
701,Fully Paid,227722.0,Short Term,673.0,578892.0,10,Rent,Other,13314.63,22.3,11.0,0,167124.0,435798.0,0,0
702,Fully Paid,180290.0,Short Term,741.0,1297548.0,4,Home Mortgage,Debt Consolidation,16976.12,14.0,13.0,1,191159.0,799106.0,1,0
703,Fully Paid,145552.0,Short Term,726.0,1172718.0,5,Home Mortgage,Debt Consolidation,10970.22,23.0,17.0,0,194959.0,832964.0,0,0
704,Fully Paid,218614.0,Short Term,726.0,1172718.0,3,Home Mortgage,Debt Consolidation,11894.57,12.7,9.0,0,64619.0,135564.0,0,0
705,Charged Off,391314.0,Short Term,726.0,1172718.0,5,Rent,Debt Consolidation,19341.05,12.4,18.0,0,349771.0,433136.0,0,0
706,Fully Paid,134882.0,Short Term,738.0,990223.0,5,Rent,Debt Consolidation,13780.51,22.6,12.0,0,33326.0,85338.0,0,0
707,Fully Paid,79772.0,Short Term,703.0,1569381.0,10,Own Home,Debt Consolidation,33349.18,20.6,19.0,1,1175549.0,1824614.0,1,0
708,Charged Off,216942.0,Short Term,735.0,599545.0,10,Own Home,Other,11691.27,14.0,12.0,1,159296.0,312620.0,1,0
709,Fully Paid,64856.0,Short Term,722.0,1306991.0,10,Home Mortgage,Home Improvements,15139.2,24.5,4.0,0,51813.0,69212.0,0,0
710,Fully Paid,171644.0,Short Term,726.0,1172718.0,8,Home Mortgage,Debt Consolidation,17454.35,10.0,11.0,0,152551.0,500368.0,0,0
711,Fully Paid,195206.0,Short Term,750.0,1015588.0,4,Home Mortgage,Debt Consolidation,12830.13,15.4,9.0,0,236170.0,836286.0,0,0
712,Fully Paid,312422.0,Short Term,726.0,1172718.0,7,Home Mortgage,Debt Consolidation,16836.09,21.0,17.0,0,426018.0,510664.0,0,0
713,Charged Off,467632.0,Long Term,726.0,1148436.0,10,Own Home,Debt Consolidation,9857.39,16.4,8.0,0,226708.0,418660.0,0,0
714,Fully Paid,221826.0,Short Term,726.0,1172718.0,7,Home Mortgage,Debt Consolidation,15042.11,21.2,13.0,0,224808.0,321772.0,0,0
715,Fully Paid,43714.0,Short Term,726.0,1172718.0,6,Rent,Debt Consolidation,3642.87,7.0,8.0,0,27968.0,152790.0,0,0
716,Fully Paid,555060.0,Short Term,699.0,1143610.0,10,Home Mortgage,Other,15152.88,22.2,6.0,0,28690.0,64262.0,0,0
717,Fully Paid,117722.0,Short Term,726.0,1172718.0,0,Rent,Other,19875.52,12.0,11.0,0,0.0,0.0,0,0
718,Fully Paid,590414.0,Long Term,692.0,1243645.0,10,Home Mortgage,Home Improvements,4186.84,20.8,10.0,1,94145.0,502392.0,1,0
719,Fully Paid,189002.0,Short Term,703.0,2431962.0,6,Rent,Other,24725.08,14.8,10.0,0,108471.0,156002.0,0,0
720,Fully Paid,395538.0,Long Term,697.0,747213.0,6,Home Mortgage,Debt Consolidation,17933.15,28.1,15.0,0,621832.0,1046540.0,0,0
721,Fully Paid,447920.0,Short Term,683.0,1005784.0,6,Home Mortgage,Debt Consolidation,7870.18,15.1,10.0,0,230888.0,286528.0,0,0
722,Fully Paid,302588.0,Short Term,730.0,1133673.0,10,Rent,Debt Consolidation,7642.75,25.5,10.0,0,197524.0,309078.0,0,0
723,Charged Off,785026.0,Long Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,49394.87,21.7,7.0,0,431224.0,515812.0,0,0
724,Fully Paid,315920.0,Long Term,726.0,1172718.0,9,Home Mortgage,Debt Consolidation,70936.88,24.0,17.0,0,361627.0,1172864.0,0,0
725,Fully Paid,106106.0,Short Term,719.0,954579.0,3,Own Home,Debt Consolidation,4598.0,10.8,9.0,1,117344.0,358468.0,1,0
726,Fully Paid,134332.0,Short Term,726.0,1172718.0,1,Home Mortgage,Debt Consolidation,12567.36,7.0,11.0,0,128383.0,297902.0,0,0
727,Fully Paid,302764.0,Short Term,738.0,1531514.0,3,Rent,major_purchase,13400.7,11.0,18.0,0,201704.0,463430.0,0,0
728,Fully Paid,747736.0,Long Term,646.0,1538696.0,6,Home Mortgage,Debt Consolidation,20644.07,18.0,7.0,1,167200.0,222772.0,0,0
729,Fully Paid,216018.0,Short Term,736.0,1212656.0,2,Rent,Debt Consolidation,2647.65,21.6,6.0,0,76114.0,345620.0,0,0
730,Fully Paid,132022.0,Long Term,695.0,665076.0,5,Rent,major_purchase,6983.26,23.0,5.0,0,286634.0,563486.0,0,0
731,Fully Paid,181346.0,Short Term,726.0,1172718.0,8,Home Mortgage,Home Improvements,34339.65,20.3,23.0,0,365921.0,692318.0,0,0
732,Fully Paid,129184.0,Short Term,751.0,1001186.0,10,Home Mortgage,Buy a Car,12097.68,24.9,4.0,0,386289.0,989560.0,0,0
733,Charged Off,138160.0,Short Term,728.0,691828.0,10,Home Mortgage,Debt Consolidation,13548.14,20.6,8.0,0,72200.0,179014.0,0,0
734,Fully Paid,303688.0,Long Term,703.0,950285.0,4,Home Mortgage,Debt Consolidation,14016.68,19.0,19.0,1,58520.0,376442.0,1,0
735,Fully Paid,175604.0,Short Term,722.0,568746.0,1,Own Home,Debt Consolidation,8009.83,31.2,8.0,0,220932.0,366498.0,0,0
736,Fully Paid,112332.0,Short Term,699.0,873050.0,10,Rent,Other,15787.48,17.2,7.0,0,175978.0,213356.0,0,0
737,Charged Off,331188.0,Long Term,641.0,1525472.0,0,Rent,Debt Consolidation,17924.22,28.9,12.0,0,208506.0,253858.0,0,0
738,Fully Paid,504284.0,Short Term,718.0,989919.0,1,Rent,Other,12209.02,11.4,17.0,0,220400.0,2126674.0,0,0
739,Fully Paid,110242.0,Short Term,716.0,914014.0,1,Rent,Debt Consolidation,13481.64,15.0,11.0,0,62833.0,112442.0,0,0
740,Fully Paid,401038.0,Short Term,714.0,1421941.0,5,Home Mortgage,Debt Consolidation,10356.52,15.3,22.0,0,357485.0,621500.0,0,0
741,Fully Paid,457666.0,Long Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,7381.31,39.0,4.0,0,173090.0,209198.0,0,0
742,Charged Off,291258.0,Long Term,726.0,1172718.0,10,Rent,Debt Consolidation,19207.29,9.0,11.0,1,101251.0,331188.0,0,1
743,Fully Paid,293744.0,Short Term,686.0,743318.0,9,Rent,Debt Consolidation,11211.71,16.8,4.0,1,351842.0,442332.0,1,0
744,Fully Paid,214456.0,Short Term,718.0,1543408.0,2,Rent,Debt Consolidation,35627.09,14.9,13.0,0,140049.0,337106.0,0,0
745,Fully Paid,485782.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,21325.41,12.7,8.0,0,423339.0,634128.0,0,0
746,Charged Off,672804.0,Long Term,720.0,2699976.0,4,Home Mortgage,Debt Consolidation,33299.78,16.1,11.0,0,456836.0,1147432.0,0,0
